name,proc_name
ermidrafoam,Ermidra
erytrocyter,Erytrocyter
esofagussondanläggande,Esofagussond
ethacilin®vet.300mg/ml100mlinjektinjekt,Ethacilin
ethacilin®vet.inj300mg/ml,Ethacilin
ethilon3-0fs-145cm,Ethilon
"eu-pass,passbok+utfärdande",Eu-Pass
eurolyserccrptestkit(6),Eurolyser
eurolysertotalbileacidstest,Eurolyser
euthanimal400mg/ml,Euth
euthasolvet.400mg/ml250ml,Euth
euthasolvet.inj400mg/ml,Euth
ex.öresavrundning,Ex
ex.paketprisrabatt,Export
"expermanenttand,svår",Ex
exportröntgenvanlig,Export
externbildavläsning,Extern
externlabb,Extern
extirpationnybildning<1cm,Extraktion
extirpationnybildning1-10cm,Extraktion
"extirpmktlitennybildning,underläpp",Extirpmkt
extracaninkattpktinkrtg,Extra
"extraktionavmjölktand,c1",Extraktion
"extraktionavmjölktand,ejc1",Extraktion
extraktioncaninhundpktinkrtg,Extraktion
extraktionenkeltandst.1,Extraktion
extraktionforl-tand1-rotigenkel,Extraktion
extraktionforl-tand2-rotigavancerad,Extraktion
extraktionlösatänderisambandmedptr,Extraktion
extraktionmedel,Extraktion
"extraktionmjölktand,övrigaejc",Extraktion
extraktionmjölktand1-2st,Extraktion
extraktionmjölktand3-4st,Extraktion
extraktionmktlösatänder/st,Extraktion
extraktionparodsvår,Extraktion
extraktionperm.enrotigatändermedel,Extraktion
extraktionperm.tand1max(>7st),Extraktion
extraktionperm.tand2max(>5st),Extraktion
extraktionperm.tand3max,Extraktion
extraktionperm.tänder/timme,Extraktion
extraktionperm.tandklyvning,Extraktion
extraktionpermanentaenrotigatänder,Extraktion
extraktionpermanentchund/katt1,Extraktion
extraktionpermanenttand1,Extraktion
extraktionpermanenttand2,Extraktion
extraktionpermanenttand3,Extraktion
extraktionpermanenttand4,Extraktion
extraktionpermanenttandenkel,Extraktion
extraktionpermanenttandmedel,Extraktion
extraktionpermanenttandmktenkel,Extraktion
extraktionpermanenttandsvår,Extraktion
extraktionpers.mjölkt.omfattande,Extraktion
extraktionpersisterandemjölktänder1-2st,Extraktion
extraktionpersisterandemjölktänder1-2stinklusivenarkos,Extraktion
extraktionpersisterandemjölktänder3-4st,Extraktion
extraktionpersisterandemjölktänder3-4stinklusivenarkos,Extraktion
extraktiontand2-3rötter,Extraktion
extraktiontandenkel,Extraktion
extraktiontandenkelmlamb,Extraktion
extraktiontänder,Extraktion
extraktiontänderenkel,Extraktion
extraktiontänderper15min,Extraktion
extraktiontandfrakturincisiv,Extraktion
extraktiontandfrakturkindtand2-rothund,Extraktion
extraktiontandfrakturkindtand3-rothund,Extraktion
"extraktiontandfrakturmedrotrest,incisiv",Extraktion
extraktiontandkomplicmlambå,Extraktion
extraktiontandmedel,Extraktion
extraktiontandmedlambå.,Extraktion
extraktiontandmktkomplicmlambå,Extraktion
extraktiontandospec.,Extraktion
extraktiontandsvår,Extraktion
"extraktmjölktandinklnarkos,rtg",Extraktion
extraligeringadherenser+kärlibuk,Extraligering
extrartgbild1-3,Extra
extrasköterskajour,Extra
extratidveterinär15min,Extra
extrauppvakvidkritiskpatient,Extra
f/c-in-w95g,F/C-In-W
f/c-in-w95gr,F/C-In-W
faktureringsavgift,Avgift
färgninghornhinna,Färgning
färgningöga,Färgning
fästingburnasjukdomarprofil1(hund)serologi,Fästing
fästingplockarekofot,Fästing
fcw7x100g,Fcw
fdw1st100g,Fdw
felinediarrprofilplusreal-timepcradd-on,Feline
felineendoparasitesprofile,Feline
"felinei/d1,5kg",Feline
felinei/d12x85gchicken,Feline
felinek/d+mobility2kg,Feline
felinek/dchicken85gx12,Feline
felinetotalt4,Feline
felinez/d156g,Feline
felinez/d156gr,Feline
feliwayclassic,Feliway
feliwayclassicdoftavgicare(+refill48ml),Feliway
feliwaydoftavgivareoptimum,Feliway
feliwayoptimumstartpaket,Feliway
feliwayrefillclassic,Feliway
feliwayspray,Feliway
feliwayspray60ml,Feliway
fenobarbital,Fenobarbital
fenobarbital+leverkontroll(smådjur),Fenobarbital
fentadonvet./ml,Fentadon
fentadonvet.50µg/ml10ml,Fentadon
fentadonvet.50µg/ml10mlinjektinjekt,Fentadon
fentanylb.braun50µg/ml10x10mlinjektampull,Fentanyl
fentanylbolus50ug/ml,Fentanyl
fenylbutazonvet.pulv.or1g,Fenylbutazon
fgd2kg,Fgd
fibrafos30g/kuvert,Fibra
fibrinogen,Fibra
finadyne®vet.inj50mg/ml,Finadyne
finadynevet50mg/ml,Finadyne
finnålsaspirat,Finnålsaspirat
finnålsaspiratfna,Finnålsaspirat
finnålsaspiratfna2,Finnålsaspirat
"finnålsaspiratinkldifquik,mikrosk",Finnålsaspirat
finnålsaspiratinklmikrosk(ofärgat),Finnålsaspirat
finnålsaspiratprovtagning,Finnålsaspirat
fip-serologi,Fip-Serologi
fiskoljadrbaddaky500ml,Fiskolja
fiv/felv-snap,Fiv/Felv
fiv/felvsnabbtest,Fiv/Felv
fiw100gr,Fiw
fjd2kg,Fjd
fkdkidneysupport2kg,Fkd
flagyl5mg/ml100ml,Flagyl
flagylinf5mg/ml/100ml,Flagyl
flexadinadvanced,Flexadin
flexadinadvanced60,Flexadin
flexadinadvanced60tabl,Flexadin
flexicult,Flexicult
flkcriinklmediciner,Flk
flouresceinfärgning,Flouresce
flouresceintest,Flouresce
flunipaste,Flunipaste
flunipastevet,Flunipaste
flunixinn-vet50mg/ml,Flunixin
flunixinn-vet50mg/ml50mlinjektinjekt,Flunixin
flunixinn-vet50mg/ml5x100mlinjektinjekt,Flunixin
fluoresceinfärgning,Fluorescein
fluoresceininfärgning,Fluorescein
fluoresceinnatrium2%(20mg/ml),Fluorescein
fluoresceinnatriumchauvi2%(20mg/ml)20x0.5ml,Fluorescein
fluoresceintest,Fluorescein
fluorescinögax1,Fluorescein
fluoroschein,Fluorescein
flytandekväve,Flytande
fna,Fna
fna-finnålsaspirat,Fna
fna(finnålsaspirat),Fna
fnaexanalys,Fna
"fnamikroskopi,direkt",Fna
fnaprovtagning,Fna
foal-gardpasta60ml,Foal
foalcheckföl,Foal
fod-hyst2kg,Foder
foderövrigt,Foder
"foderstrupsförstoppningbehandlingnormal,häst",Foder
"foderstrupsförstoppningbehandlingomfattande,häst",Foder
folicacid,Folic
folsyraclia,Folic
foodallergymanegementcdd-hy12kg,Allergy
förberedelseförbrukning,Förberedelse
förberedelseförbrukningenkel,Förberedelse
förberedelseförbrukningomfattande,Förberedelse
förbrmaterial,Förbrukning
förbrnklitenhanhund,Förbrukning
förbrövrigt,Förbrukning
förbrukn.materialoperation2,Förbrukning
förbrukn.materialoperation3,Förbrukning
förbrukn.materialoperation4,Förbrukning
förbrukn.materialoperation5,Förbrukning
förbrukn.materialoperation6,Förbrukning
förbrukning,Förbrukning
förbrukning.mat.poliklinik,Förbrukning
förbrukning1,Förbrukning
förbrukning120,Förbrukning
förbrukning2,Förbrukning
förbrukning20,Förbrukning
förbrukning210,Förbrukning
förbrukning3,Förbrukning
förbrukning30,Förbrukning
förbrukning300,Förbrukning
förbrukning4,Förbrukning
förbrukning5,Förbrukning
förbrukning60,Förbrukning
förbrukning90,Förbrukning
förbrukningallmän,Förbrukning
förbrukningböldsvår,Förbrukning
förbrukningopextraliten,Förbrukning
förbrukningopextrastor,Förbrukning
förbrukningopliten,Förbrukning
förbrukningopmellan,Förbrukning
förbrukningopnkhankatt,Förbrukning
förbrukningöppen,Förbrukning
förbrukningopstor,Förbrukning
förbrukningpoliklinik,Förbrukning
förbrukningsmaterial,Förbrukning
"förbrukningsmaterial(tratt,skär)",Förbrukning
förbrukningsmaterial1,Förbrukning
förbrukningsmaterial2,Förbrukning
förbrukningsmaterial3,Förbrukning
förbrukningsmaterial4,Förbrukning
förbrukningsmaterial5,Förbrukning
förbrukningsmaterialavlivning,Förbrukning
förbrukningsmaterialbandagemedel,Förbrukning
förbrukningsmaterialbandageomfattande,Förbrukning
förbrukningsmaterialbukoperationer,Förbrukning
förbrukningsmaterialop02,Förbrukning
förbrukningsmaterialop03,Förbrukning
förbrukningsmaterialop04,Förbrukning
förbrukningsmaterialop05,Förbrukning
förbrukningsmaterialop07,Förbrukning
förbrukningsmaterialop08,Förbrukning
förbrukningsmaterialop09,Förbrukning
förbrukningsmaterialop1,Förbrukning
förbrukningsmaterialop10,Förbrukning
förbrukningsmaterialop12,Förbrukning
förbrukningsmaterialop14,Förbrukning
förbrukningsmaterialop16,Förbrukning
förbrukningsmaterialop18,Förbrukning
förbrukningsmaterialop24,Förbrukning
förbrukningsmaterialophanhund,Förbrukning
förbrukningsmaterialophanhundöver30kg,Förbrukning
förbrukningsmaterialopohe,Förbrukning
förbrukningsmaterialprovtagning,Förbrukning
förbrukningsmaterialvaccination,Förbrukning
förbrukningtandåtgärd,Förbrukning
förbrukningtandåtgärdliten,Förbrukning
förbrukningvaccination,Förbrukning
förbruknmtrlendoskopi,Förbrukning
förbrurinprov,Förbrukning
forl/tr15min,Forl
forlnarkos,Forl
förlossningkomplicerad,Förlossning
"förlossningshjälpövervakning,pertimme",Förlossning
förlossningshjälptik/tångförlösning/värkdrivande,Förlossning
förlossningsövervakning/tim,Förlossning
försäljning,Försäljning
försäljningövrigt,Försäljning
försäljningsvarabandagematerial,Försäljning
försäljningsvaradjurtillbehör,Försäljning
försäljningsvarakosttillskott,Försäljning
försäljningsvarasårvårdsprodukt,Försäljning
försäljningsvaravälbefinnandeprodukt,Försäljning
fortiflora,Fortiflora
fortiflora1gst,Fortiflora
fortiflora30x1gfpk,Fortiflora
fortiflora7-packobs!!,Fortiflora
fortiflora7pack,Fortiflora
fortifloracanine30g,Fortiflora
fortifloracanine30x1g,Fortiflora
fortifloracanine7g,Fortiflora
fortiflorafeline30x1g,Fortiflora
fortiflorakatt,Fortiflora
fortiflorakatt30x1g,Fortiflora
fortifloraperkuvert,Fortiflora
fortsattundersögning1,Fortsatt
fosfat,Fosfat
fosfat(phosphate),Fosfat
fow-hy100g,Fow-Hy
fpl,Fpl
fplikattsnabbtest,Fpl
fplkattexklprovtagningoexpavg,Fpl
frakt/porto,Avgift
fraktkostnadertilllaboratorium,Avgift
främmandekroppmagsäck,Främmande
främmandekroppmassagegenomcolon,Främmande
främmandekropptarm,Främmande
främmandekropptarm1-2öppningar,Främmande
framställningserum,Framställning
fräsningavtandben,Fräsning
friskvårdmassage&lasermax40min,Friskvård
"frittt4,totalt4,tsh,tgaa(hund)",Fritt
"frittt4,totaltt4,tsh",Fritt
"frittt4,totaltt4,tsh(hund)",Fritt
"frittt4,tsh(hund)",Fritt
fru,Fructosamin
fructosamin,Fructosamin
fructosamine,Fructosamin
fructosamine(fru),Fructosamin
fructosaminsolo,Fructosamin
fruktosamin,Fructosamin
fruktosamin(catalyst),Fructosamin
fruktosamine,Fructosamin
fruktosaminpkt,Fructosamin
"ft4,tsh",Ft4
fucithalmic5g,Fucithalmic
fucithalmicögsalva1%5g,Fucithalmic
fucithalmicvet..ögonsalva1,Fucithalmic
fujidri-chemccrp,Fuji
fujipresurgerypanel,Fuji
fullständigturinprovidexx,Fullständigt
furix®10mg/ml5x2mlinjektampull,Furix
furix®10mg/ml5x4mlinjektampull,Furix
furix10mg/ml,Furix
furix20mgtabl,Furix
furixinj/amp,Furix
furixtabl20mg,Furix
furminatorhundlarge,Furminator
furminatorkatt,Furminator
gabapentin100mg,Gabapentin
gabapentin100mgtabletter/st,Gabapentin
galliprant20mg,Galliprant
gallsyrebelastning-2stprov,Gallsyror
gallsyrebelastninginternt,Gallsyror
gallsyror,Gallsyror
gallsyror-catalyst,Gallsyror
gallsyror(catalyst),Gallsyror
gallsyror(övrigt),Gallsyror
gallsyror(postprandial),Gallsyror
gallsyror/bileacids,Gallsyror
gallsyrorettprovsomaddontillannanpanel,Gallsyror
gallsyrorfcdimmuno,Gallsyror
gallsyrorsomaddontillannanpanel,Gallsyror
ganutil100mg/ml1x100milliliter,Ganutil
gasbinda,Gasbinda
gasnarkos1,Gasnarkos
gasnarkos1t.inkl.premedicinering<15kg,Gasnarkos
gasnarkos1t.inkl.premedicinering15-30kg,Gasnarkos
gasnarkos2,Gasnarkos
gasnarkos30mininkl.premedicinering<15kg,Gasnarkos
gasnarkos30mininkl.premedicinering>30kg,Gasnarkos
gasnarkos30mininkl.premedicinering15-30kg,Gasnarkos
"gasnarkoskanin/gnagare,inklpremed",Gasnarkos
gasnarkospakettand,Gasnarkos
"gasnarkossmådjur,upptill5min",Gasnarkos
gasnarkostillägg/timme,Gasnarkos
gastro200gburkvåtfoder,Gastro
gastro400gburkvåtfoder,Gastro
gastrogardpasta.or370mg/g,Gastro
"gastrointestinal(fpl,folsyra,b12)kattidexx",Gastro
gastrointestinal400g,Gastro
gastrointestinalcanine2kg,Gastro
gastrointestinalcat12x85g,Gastro
gastrointestinalcat2kg,Gastro
gastrointestinalcat4kg,Gastro
gastrointestinaldiseasef/cidexx,Gastro
gastrointestinaldiseaseshund,Gastro
gastrointestinaldog100g,Gastro
gastrointestinaldog15kg,Gastro
gastrointestinaldog2kg,Gastro
gastrointestinaldog400g,Gastro
"gastrointestinaldog7,5kg",Gastro
gastrointestinalfelinewet12x85gr,Gastro
gastrointestinalhdwet400g,Gastro
gastrointestinalkitten2kg,Gastro
"gastrointestinallowfatcanine1,5kg",Gastro
"gastrointestinallowfatdog1,5kg",Gastro
gastrointestinallowfatdog12kg,Gastro
gastrointestinallowfatdog410g,Gastro
gastrointestinallowfatdog6kg,Gastro
gastrointestinallowfatloafcan410g,Gastro
gastrointestinalmcslicesingravykt85g(nyhet),Gastro
gastrointestinalmodcalfeline2kg,Gastro
gastrointestinalmodcalwetfeline12x85gr,Gastro
gastrointestinalmodcalwetfeline85gr,Gastro
gastrointestinalmoderatecaloriecat12x85g,Gastro
gastrointestinalmoderatecaloriecat2kg,Gastro
gastrointestinalmoderatecaloriedog2kg,Gastro
"gastrointestinalmoderatecaloriedog7,5kg",Gastro
gastrointestinalpuppy10kg,Gastro
"gastrointestinalpuppy2,5kg",Gastro
gastrointestinalpuppymousse195g,Gastro
gastrointestinalrecoveryultrasoftmousse195g,Gastro
"gastrointestinalsjukdom(profilp)hund,add-ontest",Gastro
"gastrointestinalsjukdom(profilp)hundspeccpl,folsyra,b12,ctli,kortisol",Gastro
"gastrointestinalsjukdom(profilp)katt,specfpl,folsyra,b12",Gastro
gastrointestinalsjukdom(profilp)kattadd-ontest,Gastro
gastrointestinalsjukdomhund(profilp),Gastro
gastrointestinalsjukdomkatt(profilp),Gastro
gastrointlowfatcanine6kg,Gastro
gastrokittenmousseburk195gram,Gastro
gastrolowfat200gburkvåtfoder,Gastro
gastrolowfat410gburkvåtfoder,Gastro
"gastropuppy2,5kg",Gastro
gastropuppymousseburk195gr,Gastro
gastrorecoverydog&cat12x195g,Gastro
gastroskopi,Gastro
"gauzeswabs,kompresser",Gasbinda
geepenilvet24g,Geepenil
gemensamkremering(h),Gemensam
"genomgångefteroperation,avlämningskonsultationmedhemgångsråd",Genomgång
gentaject®vet.100mg/ml100ml,Gentaject
gentaject®vet.inj100mg/ml,Gentaject
geriatricprofile+sdma,Geriatrisk
geriatricprofile+u-p/c,Geriatrisk
geriatriskprofil,Geriatrisk
geriatriskprofilbashund,Geriatrisk
geriatriskprofilbaskatt,Geriatrisk
"geriatriskprofilcheckup,large+t4",Geriatrisk
geriatriskprofilutökadhund,Geriatrisk
geriatriskprofilutökadkatt,Geriatrisk
ggt,Ggt
ggt(alat),Ggt
"gi-paketkatt(specfpl,folsyra,b12)",Gi-Paket
gi-sjukdomhundpaket,Gi-Paket
giardiasnabbtest,Giardia
giardiasnap,Giardia
gingivallambå,Gingiv
gingivektomi(epulid),Gingiv
gips/skenaenkel,Gips
gips/skenamedel,Gips
gipsbinda10cm,Gips
gipsdelta-liteallabredder,Gips
gipsning,Gips
gipsninghov,Gips
"givaavkontrastvätska,po",Giva
givix264mg,Givix
givix88mg,Givix
glandextugg60bitar,Glandex
glaubersaltvet,Glaubersalt
glaubersaltvet.aplpuorlö,Glaubersalt
glob,Glob
globulin,Glob
globuliner,Glob
glu,Glukos
glu(glukos),Glukos
glucos.b.braun50mg/ml10x250mlinfusiflaska,Glukos
"glucos50mg/ml,20x500ml",Glukos
glucose,Glukos
glucosfreseniuskabi300mg/ml,Glukos
glukometer,Glukos
glukos,Glukos
glukosamin120g,Glukos
glukosbraunbuffrad25mg/ml10x500mlinfusiflas,Glukos
glukosfreseniuskabi300mg/ml20x10mlinjektamp,Glukos
glukosinterntlab,Glukos
glukoskurvaheldag,Glukos
glukosstickor,Glukos
glyco-flexmini60st,Glyco-Flex
gpt(alat),Gpt
gråbodysuitdogs,Grå
grisörabravo,Grisöra
grundåtgärd1,Grundåtgärd
grundåtgärd2,Grundåtgärd
grundåtgärd3häst,Grundåtgärd
grundåtgärd4,Grundåtgärd
grundåtgärdförlossningshjälp1,Grundåtgärd
grundavgift,Avgift
grundavgiftåb,Avgift
grundavgiftåterbesök1,Avgift
grundavgiftåterbesök2,Avgift
grundavgiftåterbesökutredningsfall,Avgift
grundavgiftext,Avgift
grundavgiftmedecin,Avgift
grundavgiftochinledandeundersögning,Avgift
grundavgiftoperationnivå1,Avgift
grundavgiftoperationnivå2,Avgift
grundavgiftövervakning-uppstart,Avgift
grundavgiftutredningsfallnivå1,Avgift
grundavgiftutredningsfallnivå2,Avgift
grundavgiftveterinärbesök2,Avgift
grundavgiftveterinärbesök3,Avgift
grundavginklvet,Avgift
grundavgkväll/helginkljourav,Avgift
grundavgnattinkljour,Avgift
grundundersökning,Grundundersökning
grundundersökninghäst,Grundundersökning
grundundersökningsmådjur,Grundundersökning
gulvenflon,Gul
gum,Gum
gumparoex,Gum
gumparoexmunskölj,Gum
"gynekologiskundersökninginförseminering,häst",Gynekologisk
gynekologiskundersökningmanuell2,Gynekologisk
h.dermaanallergenic3,Derma
h.dermaanallergenic8,Derma
h.dermahypoallergenic14,Derma
h.dermahypoallergenic2,Derma
h.dermahypoallergenic7,Derma
h.dermahypoallergenicloafcan12x200g,Derma
h.dermahypoallergenicloafcan12x400g,Derma
h.dermahypoallergenicmoderatecalorie7,Derma
h.dermahypoallergenicsmalldog1,Derma
"h.dermahypoallergenicsmalldog3,5",Derma
h.dermasensitivitycontrolduckcan12x420g,Derma
h.dermaskincare11,Derma
h.dermaskincare2,Derma
"h.dogpuppyprotech0,3",Dog
h.gastrointestinal2,Gastro
"h.gastrointestinal7,5",Gastro
"h.gastrointestinalhepatic1,5",Gastro
h.gastrointestinalhepatic6,Gastro
h.gastrointestinalhighfibre2,Gastro
"h.gastrointestinalhighfibre7,5",Gastro
h.gastrointestinalloafcan12x400g,Gastro
"h.gastrointestinallowfat1,5",Gastro
h.gastrointestinallowfat6,Gastro
h.gastrointestinallowfatloafcan12x410g,Gastro
h.gastrointestinalmoderatecalorie2,Gastro
"h.gastrointestinalmoderatecalorie7,5",Gastro
h.gastrointestinalpuppy10,Gastro
"h.gastrointestinalpuppy2,5",Gastro
h.gastrointestinalpuppymoussecan12x195g,Gastro
h.gastrointestinalrecoveryultrasoftmousseincan12x195g,Gastro
h.mediumstarter4kg,Medium
h.startermoussedogcan195g,Starter
h.urinarys/o2,Urinary
"h.urinarys/o7,5",Urinary
h.urinarys/oageingloafpouch12x85g,Urinary
"h.urinarys/oloafcan12x410g4,92",Urinary
"h.urinarys/omoderatecalorie1,5",Urinary
"h.urinarys/omoderatecalorie6,5",Urinary
h.urinarys/omoderatecalorieslicesingravpouch12x100g,Urinary
h.urinarys/osmalldog4,Urinary
h.vitalearlyrenal2,Vital
h.vitalrenal2,Vital
h.vitalrenalloafcan12x410g,Vital
h.vitalrenalselect2,Vital
h.weightmanagementsatietysmalldog3,Weight
hållhjälp,Hållhjälp
hållhjälpsköterska,Hållhjälp
halsbandtillkrage,Halsband
halskotorserie,Halsband
hälsokoll,Hälsokoll
hältaåterbesök,Hälsokoll
hältkontroll,Hälsokoll
hältundersökning,Hälturedning
hälturedningspecialist,Hälturedning
hältutredning,Hältutredning
hältutredning/genomgång,Hältutredning
hältutredning/rörelsekontroll,Hältutredning
hältutredninggrund,Hältutredning
hältutredninghäst,Hältutredning
hämtningavlivadhästöver250kglantbrukstjänst.,Hämtning
hankatt/hankaninkateteriseringexkl.sedering,Hankatt
hanteringavprov,Hantering
hanteringsavgiftexternaprover,Avgift
hävling-avlägsnandetand1,Hävling
hävling-avlägsnandetand2,Hävling
hävling-avlägsnandetand3,Hävling
hävling/klyvning-avlägsnandetand3,Hävling
hct,Hct
healthytreatsmini(ct-hm),Health
healtytreatsmini300g,Health
helstatusrtgkatt,Helstatusrtg
hematokrit,Hematologi
hematologi,Hematologi
hematologi-procyte,Hematologi
"hematologi,scilvetabcplus",Hematologi
hematologi(procyte),Hematologi
hematologi+chem10,Hematologi
hematologi+chem17,Hematologi
hematologiadd-on,Hematologi
hematologihundexklprovtagning,Hematologi
hematologihundintern,Hematologi
hematologiintern,Hematologi
hematologikattintern,Hematologi
hematologiprocyteone,Hematologi
hembesökexkl.resaochmilers,Hembesök
hemo15,Hemo
hemoglobin,Hemo
hemosilate,Hemo
hepacyl,Hepacyl
hepacyl60kapslar,Hepacyl
hepaticcat2kg,Hepatic
"hepaticdog1,5kg",Hepatic
hepaticdog12kg,Hepatic
"herpesvirustyp2,pcr",Herpesvirus
"heskadjurepitel1(exotiskpanel-hund,katt,kanin,marsvin,fjädrar)",Heska
heskaimmuceptrefil,Heska
heskainomhus+pollen,Heska
heskainomhuspanel,Heska
heskainomhuspanel(inklmalassezia),Heska
heskamalazzesia,Heska
heskanordisk+inomhuspanel,Heska
heskanordiskpanel,Heska
heskascreening,Heska
heskascreeningtest,Heska
heskatestnordiskpanel,Heska
hexagel,Hexagel
hexagelld,Hexagel
hexarinse237mlld,Hexarinse
hgb,Hgb
hibitane,Hibitane
hibitane®1%250mlvaginaflaska,Hibitane
hibitanevaginalkräm,Hibitane
hill'sbiomemini3kg,Hills
hill'scaninegibiomemini1kg,Hills
hill'shealthyweightdogtreats220g,Hills
hill'shundi/d360g,Hills
hill'shypoallergenicdogtreats220g,Hills
hill'spdfelinec/dmulticarestress3kg,Hills
hill´scanine/felinea/d156gburk,Hills
hill´scaninegibiome10kg,Hills
hill´scaninegibiomestewchicken&vegetables354gburk,Hills
hill´scaninei/dlowfat12kg,Hills
hill´sfelinec/dmulticareurinarycare1.5kg,Hills
hill´sfelinec/durinarystress+metabolic12x85gportionspåsar,Hills
hill´sfelinei/d3kg,Hills
hill´si/dhundburk360g,Hills
hill´spdcatc/dmulticare85g,Hills
"hill´spdcatc/dmulticarestress+metabolic1,5kg",Hills
"hill´spdcatj/d1,5kg",Hills
hill´spddogmetabolicmini3kg,Hills
hillsa/d156g,Hills
hillscaninebiomestew354g,Hills
hillscaninec/dmulticare4kg,Hills
hillscaninehypoallergenictreats,Hills
"hillscaninei/d1,5kg",Hills
hillscaninei/d360g,Hills
hillscaninei/d360gburk,Hills
hillscaninei/dlowfat360g,Hills
"hillscaninel/d1,5kg",Hills
hillscaninemetabolic+j/d12kg,Hills
hillscaninemetabolic+mobilitymini1kg,Hills
"hillscaninemetabolic1,5kg",Hills
hillscaninemetabolic4kg,Hills
hillscaninemetabolicstew156g,Hills
hillscaninetreats220g-227g,Hills
hillsdogi/dbiome1.5kg,Hills
hillsfelinei/dstew82g,Hills
hillshdbiome354g,Hills
"hillshdi/d1,5kg",Hills
hillshdi/d360g,Hills
hillshdi/dlowfat360g,Hills
hillshypoallergenictreats220g,Hills
hillsi/dkattburk156g,Hills
hillsi/dstewchicken&vegetables354gburk,Hills
hillskti/dportion12x85g,Hills
"hillsktz/d1,5kg",Hills
"hillsmetabolichund1,5kg",Hills
hillsz/dminihund1kg,Hills
hippotrim®vet.200mg/ml+40100mlinjektinjekt,Hippotrim
hippotrim®vet.288.3mg/g+585x45groralpförf,Hippotrim
hippotrim®vet.288.3mg/g+585x52groralpförf,Hippotrim
hippotrimvet..oralpasta288,Hippotrim
hippozolvet,Hippozol
hipracinvet.17µg(10iu)/m10x10mlinjektflask,Hipracin
hipracinvetinj17µg(10iu)/ml,Hipracin
histologiskbedömning,Histopathology
histopathologicalexamination(1–2sites),Histopathology
histopathologicalexamination(3–8sites),Histopathology
histopathology(1-2sites),Histopathology
histopathologypad,Histopathology
"histopathologypad+(tå,uterusinklovarie,>3mammae)",Histopathology
"histopatologi,perfallav1storgan/vävnad",Histopathology
"histopatologi,perfallav2-3olikaorgan/vävnader",Histopathology
"histopatologi,perfallav4-5olikaorgan/vävnader",Histopathology
"histopatologi(pad),2-3material",Histopathology
histopatologi(pad)1-3biopsier/djur,Histopathology
histopatologi(pad)1material,Histopathology
histopatologi1-2område,Histopathology
histopatologi1-2områden,Histopathology
histopatologi1storgan/vävnad,Histopathology
histopatologi3-8områden,Histopathology
histopatologiskundersökning(pad)1-2områden,Histopathology
honungssalvamanukka,Honungssalva
hordeolum/chalazion/ögonlockstumörextirphund,Hordeolum
hormonbehandlinginklpol,Hormonbehandling
hornhinnesår,Hornhinnes
hot-spotbehandling,Hotspot
hotspotrakning,Hotspot
"hud,dränering",Hud
"hud,sårsuturlitet",Hud
"hud,sårsuturmedel",Hud
"hud,sårsuturstort",Hud
hud2,Hud
hudbiopsi,Hud
hudbiopsier,Hud
hudbiopsierprovtagninghundinkl.sederingexklpad,Hud
hudbiopsiprovtagn.exanalys,Hud
hudnybildnanaladenominklnarkos,Hud
hudnybildnaterominklnarkos,Hud
hudnybildninghögerbakben,Hud
hudnybildningliten,Hud
hudnybildninklnarkos,Hud
"hudnybildnliten,narkos",Hud
"hudnybildnmellan,narkos",Hud
hudnybildnytterörainklnarkos,Hud
hudskrap+mikroskopienkel,Hud
hudskrap1-5inklprovtagning,Hud
hudtumör>30min,Hud
hudtumörhundextirpsårlängd5-10cm,Hud
hudtumörhundextirpsårlängdmax5cm,Hud
hudtumörkattextirpsårlängd10-15cm,Hud
hudtumörliten,Hud
hudtumörmedel,Hud
hudtumörmellan,Hud
hudtumörmindre,Hud
hudtumöroperationhasselnöt,Hud
hudtumöroperationmandarin,Hud
hudtumöroperationvalnöt,Hud
hudtumöropmktlitetmedsut,Hud
hudtumörsmådjur,Hud
hudtumörstor,Hud
"hudtumörstor,evtplastik",Hud
humiderm,Hud
humidermk,Hud
hunddhppi+rabies,Rabies
hundgott,Gott
hundkateterisering,Kateter
hundkemipaketstort(18analyser),Kemipaket
hundskopawise2packxl,Sko
hundsockagippmokkkraftig,Socka
hundvaccinversicandhppi,Vaccin
hy-50vet.17mg/ml3mlspruta,Hy-50
hya,Hya
hydroxocobalaminalternova,Hydroxocobalamin
hylo-comod,Hypoallergenic
hypoallergeniccaninewet200g,Hypoallergenic
hypoallergenicdog7kg,Hypoallergenic
"hypoallergenickatt2,5kg",Hypoallergenic
"hypoallergenicmoderatecalorie1,5kg",Hypoallergenic
"hypoallergenicsmalldog3,5kg",Hypoallergenic
hypoallergenictreats,Hypoallergenic
hypoallergenictreatsct-hy300g,Hypoallergenic
hypolösning1-4allergener,Hypolösning
i-comcomfortshield10ml,I-Com
"i-comcomfortshield15x0,3ml",I-Com
i.v.narkos,I.V
"i/d1,5kgkatt",I/D
i/d24x156gburkkatt,I/D
"i/dbiomehund1,5kg",I/D
i/dcanine5kg,I/D
"i/dcat1,5kg",I/D
i/dcat156g,I/D
i/dcatsalmon85g,I/D
i/dchicken85gpouch,I/D
i/ddog360g,I/D
i/dfelinechickenwet85gr,I/D
i/dhund5kg,I/D
i/dhundvåtfoder360gburk,I/D
i/dkatt156grburk,I/D
i/dlowfathund360gburk,I/D
i/dsalmon85gpouchkatt,I/D
i/dstewfeline82grburk,I/D
icecream-glassduckld,Ice
icecream-salmonld,Ice
